DogName	 Count
SIMKA	1
SIMOND	1
SIN TU	1
SINATRA	1
SINJIN	1
SIPSEY	1
SIR	1
SIR CHIEF	1
SIR FRANCIS	1
SIR JAKE	1
SIR LOIN TIP	1
SISCO	1
SISU	1
SITKA ROSE	1
SKADI	1
SKADTHI	1
SKAGIT	1
SKEEZ	1
SKEEZIX	1
SKI	1
SKIMO	1
SKIP	1
SKIPPER LEE	1
SKODA	1
SKYLAR	1
SKYLER	1
SLAPPY	1
SLATER	1
SLEEPY	1
SLIPPERS	1
SLOOPY	1
SMEAGLE	1
SMIKE	1
SMOKIE	1
SMOKIN JOE	1
SMOKY	1
SMOLTZ	1
SNIFFY	1
SNIPER	1
SNOOP	1
SNORT	1
SNOW BALL	1
SNOWEE	1
SNOWFLAKE	1
SNOWFLY	1
SNUFFLES	1
SNUFFY	1
SNUGGLES	1
SOCRATES	1
SOFIA	1
SOFIE	1
SOLAR	1
SOLDAT	1
SOLEIL	1
SONJA	1
SONNE	1
SONNIE	1
SONOMA	1
SONYA	1
SOOKIE	1
SORELLE	1
SOUNDER	1
SPANKY	1
SPARKER	1
SPARKLE	1
SPARKLE GIRL	1
SPARKLES	1
SPARKS	1
SPARROW	1
SPARTACUS	1
SPARTICA	1
SPECIAL	1
SPECK	1
SPECKLES	1
SPIKES	1
SPOOK	1
SPORT	1
SPOTAN	1
SPREE	1
SPRINGZ	1
SPRITES	1
SPRITZEN	1
SPRUCE	1
SPUD	1
SPUDD	1
SPUDS	1
SPUR	1
SPYDER	1
SQUALL	1
SQUARE	1
SQUEEK	1
SQUIRM	1
SQUIRT	1
STACHE	1
STALEY BEAR	1
STAMPIE	1
STARK	1
STARSKY	1
STEIN	1
STELLA BLUE	1
STELLA.LUNA	1
STEWART	1
STITCH	1
STONEY	1
STORMIE	1
STORMY JACK	1
STOUT	1
STRAW	1
STRYDER	1
STUARTLITTLE	1
STUBBS	1
SUBIE	1
SUE-SUE	1
SUFJAN	1
SUGARPLUM	1
SULLY	1
SULU	1
SUMITT	1
SUMMER THYME	1
SUMMITT	1
SUNDANCE	1
SUNFLOWER	1
SURF	1
SURRI	1
SUSIE Q II	1
SUSSI	1
SUZI	1
SUZIE Q	1
SUZY	1
SWEENEY	1
SWEETIE PIE	1
SWEETNESS	1
SWEETS	1
SWIPER	1
SWIVEL	1
SWIVEL SHOT	1
SYDNEY MARIE	1
SYLAR	1
T REX	1
T. C.	1
T.REXI	1
TACKLA	1
TAESHIA	1
TAILOR	1
TAITTI	1
TAKA	1
TAKU DENALI	1
TALACHULITNA	1
TALI	1
TALLUAH	1
TAMAR	1
TAMARI	1
TAMI	1
TANAINA	1
TANGIE	1
TANNA	1
TANNY	1
TANZA	1
TAPPER	1
TAR	1
TARKUS	1
TART	1
TASER	1
TASHA-BELLE	1
TATER TOTT	1
TATIA	1
TATIANA	1
TATIYANNA	1
TAWNY	1
TAXI	1
TAZI	1
TAZO	1
TAZZ	1
TAZZEE	1
TAZZIE	1
TBONE	1
T-BOW	1
TEAL	1
TECKLA	1
TEDDY BEAR	1
TEDDY RUXPIN	1
TEETE	1
TEGAN	1
TEINE	1
TEKO	1
TEL DOR	1
TEMP	1
TENAKEE	1
TERRA	1
TESSY	1
TETSUO	1
TEVA	1
THADDEUS	1
THE DUDE	1
THEADORA	1
THELMA	1
THOMAS	1
THORA	1
THUNDER SALL	1
TIANA	1
TIARA	1
TIBERIUS	1
TICANI	1
TIDBIT	1
TIGEY	1
TIGGY	1
TIKANI PEARL	1
TIKKI	1
TILA	1
TILLAMOOK	1
TILLIE	1
TILT	1
TIMBA	1
TIMBRE	1
TIMOTHY	1
TINE	1
TINGNOI	1
TINKA	1
TINO	1
TIP	1
TIPPER	1
TIPPIT	1
TISHKA	1
TK	1
TOBIN	1
TOBLERONE	1
TOBY II	1
TOJI	1
TOKEN	1
TOKI	1
TOKLAT	1
TOLI	1
TOLMIN	1
TOMEO	1
TOMMY	1
TOMODASHI II	1
TONY	1
TOO TOO	1
TOOLI	1
TOOT	1
TOPO	1
TOPPER	1
TORO	1
TORPEDO	1
TORQUE	1
TOVI DAN	1
TOVIA	1
TOWELIE	1
TOYA	1
TRACY	1
TRANGO	1
TRAVELER	1
TREK	1
TREX	1
TREY	1
TRILEBOO	1
TRIP	1
TRISCUIT	1
TROUBLE TOO	1
TROUPER	1
TROUT	1
TRUCK	1
TRUE	1
TRUFFLES	1
TRUMP	1
TRYGG	1
TSUGA	1
TUBBY	1
TUBS	1
TUCKER ROO	1
TUGARUS	1
TUGG	1
TUGGER	1
TUK	1
TUKO	1
TULIP	1
TULLA	1
TULLY	1
TULO	1
TUNA	1
TUNDRA JADE	1
TUPE	1
TUPIN	1
TURK	1
TURKEY	1
TURKISH	1
TUSKER	1
TUT	1
TUTSI	1
TUULI	1
TUXEDO	1
TWIGGY	1
TWILAH	1
TWINK	1
TWITTER	1
TWIX	1
TY	1
TYCHO	1
TYGA	1
TYGE	1
TYR	1
UELI	1
UKIAH	1
ULBRECHT	1
ULLA	1
ULLAR	1
ULLE	1
ULLER	1
UMA	1
UMBRO	1
URSA	1
URSUS	1
USCHI	1
USZKA	1
UUVA JOY	1
VALENTINE	1
VALENTINO	1
VALERIE	1
VALLEY	1
VANILLA	1
VATO	1
VAUGHN	1
VELLA MARIE	1
VELMA	1
VENN	1
VENNY	1
VENTA GUMS	1
VENTI	1
VENUS	1
VERDE	1
VERN	1
VESPA	1
VIA	1
VIDA	1
VIDA LOCA	1
VIENNA	1
VIGO	1
VINCENZO	1
VITO	1
VIVA	1
VIVEE	1
VIVIAN	1
VLADIMIR	1
VOLTA	1
VOODOO	1
W	1
WABB	1
WALDO	1
WALDO V	1
WALLEY	1
WALNUT	1
WAYLON	1
WEASEL	1
WEDGE	1
WEENIE	1
WELLER	1
WELLINGTON	1
WENDELL	1
WENSLEY	1
WESLEY	1
WESTWOOD	1
WHEELER	1
WHIMSY	1
WHINNIE	1
WHIRRLEY	1
WHISKEY GIRL	1
WHISKEY JACK	1
WHISPER	1
WHITE BOY	1
WICKET	1
WIGGLES	1
WILBUR	1
WILE E	1
WILEY COYOTE	1
WILHELMINA	1
WILL	1
WILLIAM	1
WILLIWAW	1
WILLOU	1
WILLOW KAYA	1
WILLS	1
WILMA	1
WIM HOF	1
WIMBLY	1
WINIFRED	1
WINNIFRED	1
WINSTON CHUR	1
WINSTON II	1
WINTER	1
WIZARD	1
WOLFE	1
WOLFIE	1
WOODY BOUDRO	1
WOOTER	1
WOOTIE	1
WOPPER	1
WRANGLE	1
WRANGLER	1
WRIGGLEY	1
WRINKLES	1
WULA	1
WYLIE	1
WYNN	1
WYNNIE	1
X	1
XAADAS	1
XAN	1
XANDER BEAR	1
XENA WOOD	1
XENIA	1
XERXES	1
XINA	1
XOCHITL	1
YAGER	1
YAHTZEE	1
YALLA	1
YARROW	1
YAYO	1
YIPPEE	1
YKSI	1
YOBO	1
YOLI	1
YOLO	1
YONA	1
YOSHI	1
YSABEAU	1
YUGI	1
YUM YUM	1
YUMI	1
YURI	1
YUUKO	1
ZACK	1
ZADER	1
ZADIE	1
ZAE	1
ZAHA	1
ZAK	1
ZAMA	1
ZAMBI	1
ZAMBO	1
ZANDER	1
ZANE	1
ZARA	1
ZAYCA	1
ZEAL	1
ZEB	1
ZEEKE	1
ZEEV	1
ZEEVA	1
ZEEVAH	1
ZEISHA	1
ZEN	1
ZENDOR	1
ZEPPA	1
ZEYA	1
ZIESA	1
ZIGGS	1
ZIGMOND	1
ZILI	1
ZILKER	1
ZIMA	1
ZINA	1
ZIP	1
ZIPPY KITTY	1
ZIVA RANAE	1
ZOE ROSE	1
ZOEY DAISY	1
ZOEY MARIE	1
ZONA	1
ZOOIE	1
ZOOM	1
ZORRA	1
ZOTTER	1
ZSA ZSA	1
ZUILA	1
ZUMA	1
ZUNA	1
ZUNI	1
ZYRT	1
